"exclusion_reason","rdfs:label","schema:name","@id","schema:description","schema:abstract","schema:inLanguage","rdf:type","https://jpsearch.go.jp/term/property#agential","https://jpsearch.go.jp/term/property#accessInfo","schema:contributor","schema:image","https://jpsearch.go.jp/term/property#sourceInfo","status","schema:temporal","https://jpsearch.go.jp/term/property#temporal","schema:datePublished","schema:genre","schema:publisher","schema:category","https://jpsearch.go.jp/term/property#spatial","schema:spatial","schema:isPartOf","schema:about","schema:dateCreated","schema:creator","schema:identifier","schema:additionalType"
"Suffix NG: 御家譜","御家譜御遺訓","['御家譜御遺訓', 'Gokafugoikun', 'ごかふごいくん']","https://jpsearch.go.jp/data/adeac-R100000094_I000021760_00","['資料の種別: 古文書', '言語（ISO639-2）: jpn', '資料・資料群名: 大名遠山家資料', '大きさ、容量等: 28cm、39cm', '資料種別: 書写資料', '大きさ、容量等: 1冊（23丁）']","徳川家康の遺訓","http://id.loc.gov/vocabulary/iso639-2/jpn","https://jpsearch.go.jp/term/type/古書・古文書","{'@id': '_:vb318051765', 'schema:description': '著者: 全国版のものを苗木藩で書写したもの', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/制作', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/ncname/全国版のものを苗木藩で書写したもの'}","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000021760_00#accessinfo', 'schema:provider': 'https://jpsearch.go.jp/entity/ncname/古文献アーカイブ(中津川市苗木遠山史料館)', 'schema:description': ['原本の所在: 中津川市苗木遠山史料館', '公開範囲 : ウェブ公開'], 'schema:url': 'https://adeac.jp/nakatsugawa-city/viewer/mp000184/5-36', 'https://jpsearch.go.jp/term/property#contentId': 'R100000094_I000021760_00', 'https://jpsearch.go.jp/term/property#contentHolder': 'https://jpsearch.go.jp/entity/chname/中津川市苗木遠山史料館', 'schema:itemLocation': 'https://jpsearch.go.jp/entity/place/岐阜', 'rdf:type': 'https://jpsearch.go.jp/term/type/アクセス情報', 'schema:license': 'https://jpsearch.go.jp/policy/available_rights_statements#others'}","https://jpsearch.go.jp/entity/ncname/全国版のものを苗木藩で書写したもの","https://adeac.jp/items/nakatsugawa-city/catalog/mp000184/5-36.jpg","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000021760_00#sourceinfo', 'schema:contributor': 'https://jpsearch.go.jp/entity/chname/NDLサーチ', 'https://jpsearch.go.jp/term/property#sourceData': 'https://jpsearch.go.jp/item/adeac-R100000094_I000021760_00.json', 'schema:relatedLink': 'https://jpsearch.go.jp/item/adeac-R100000094_I000021760_00', 'schema:provider': 'https://jpsearch.go.jp/entity/chname/ADEAC', 'schema:dateModified': '2026-06-09T01:00:52', 'schema:url': 'https://adeac.jp/nakatsugawa-city/catalog/mp000184', 'rdfs:seeAlso': 'https://ndlsearch.ndl.go.jp/books/R100000094-I256158', 'rdf:type': 'https://jpsearch.go.jp/term/type/ソース情報'}","success","","","","","","","","","","","","","",""
"Suffix NG: 家系譜","遠山家系譜","['とおやまけけいふ', '遠山家系譜', 'Tooyamakekeifu']","https://jpsearch.go.jp/data/adeac-R100000094_I000021770_00","['資料・資料群名: 大名遠山家資料', '資料の種別: 古文書', '和綴', '大きさ、容量等: 1冊', '言語（ISO639-2）: jpn', '大きさ、容量等: 30cm、21cm', '資料種別: 書写資料']","遠山家系図 大名十一代友寿までを記載したもの","http://id.loc.gov/vocabulary/iso639-2/jpn","https://jpsearch.go.jp/term/type/古書・古文書","","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000021770_00#accessinfo', 'schema:description': ['原本の所在: 中津川市苗木遠山史料館', '公開範囲 : ウェブ公開'], 'schema:url': 'https://adeac.jp/nakatsugawa-city/viewer/mp000217/5-48', 'rdf:type': 'https://jpsearch.go.jp/term/type/アクセス情報', 'schema:itemLocation': 'https://jpsearch.go.jp/entity/place/岐阜', 'schema:provider': 'https://jpsearch.go.jp/entity/ncname/古文献アーカイブ(中津川市苗木遠山史料館)', 'schema:license': 'https://jpsearch.go.jp/policy/available_rights_statements#others', 'https://jpsearch.go.jp/term/property#contentHolder': 'https://jpsearch.go.jp/entity/chname/中津川市苗木遠山史料館', 'https://jpsearch.go.jp/term/property#contentId': 'R100000094_I000021770_00'}","","https://adeac.jp/items/nakatsugawa-city/catalog/mp000217/5-48.jpg","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000021770_00#sourceinfo', 'schema:url': 'https://adeac.jp/nakatsugawa-city/catalog/mp000217', 'schema:dateModified': '2026-06-09T01:00:52', 'rdfs:seeAlso': 'https://ndlsearch.ndl.go.jp/books/R100000094-I256168', 'rdf:type': 'https://jpsearch.go.jp/term/type/ソース情報', 'schema:contributor': 'https://jpsearch.go.jp/entity/chname/NDLサーチ', 'schema:relatedLink': 'https://jpsearch.go.jp/item/adeac-R100000094_I000021770_00', 'https://jpsearch.go.jp/term/property#sourceData': 'https://jpsearch.go.jp/item/adeac-R100000094_I000021770_00.json', 'schema:provider': 'https://jpsearch.go.jp/entity/chname/ADEAC'}","success","","","","","","","","","","","","","",""
"Suffix NG: 御系譜","御系譜","['御系譜', 'ごけいふ', 'Gokeifu']","https://jpsearch.go.jp/data/adeac-R100000094_I000021771_00","['資料・資料群名: 大名遠山家資料', '資料の種別: 古文書', '和綴', '大きさ、容量等: 27cm、20cm', '著者: 右筆 小林安五郎盛榮', '大きさ、容量等: 1冊', '言語（ISO639-2）: jpn', '資料種別: 書写資料']","初代大名遠山友政から第十一代友寿までの系図","http://id.loc.gov/vocabulary/iso639-2/jpn","https://jpsearch.go.jp/term/type/古書・古文書","{'@id': '_:vb318473889', 'schema:description': '著者: 右筆 小林安五郎盛榮', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/ncname/右筆', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/制作'}","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000021771_00#accessinfo', 'schema:provider': 'https://jpsearch.go.jp/entity/ncname/古文献アーカイブ(中津川市苗木遠山史料館)', 'rdf:type': 'https://jpsearch.go.jp/term/type/アクセス情報', 'https://jpsearch.go.jp/term/property#contentHolder': 'https://jpsearch.go.jp/entity/chname/中津川市苗木遠山史料館', 'schema:description': ['原本の所在: 中津川市苗木遠山史料館', '公開範囲 : ウェブ公開'], 'schema:url': 'https://adeac.jp/nakatsugawa-city/viewer/mp000218/5-49', 'schema:license': 'https://jpsearch.go.jp/policy/available_rights_statements#others', 'https://jpsearch.go.jp/term/property#contentId': 'R100000094_I000021771_00', 'schema:itemLocation': 'https://jpsearch.go.jp/entity/place/岐阜'}","https://jpsearch.go.jp/entity/ncname/右筆","https://adeac.jp/items/nakatsugawa-city/catalog/mp000218/5-49.jpg","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000021771_00#sourceinfo', 'https://jpsearch.go.jp/term/property#sourceData': 'https://jpsearch.go.jp/item/adeac-R100000094_I000021771_00.json', 'schema:url': 'https://adeac.jp/nakatsugawa-city/catalog/mp000218', 'rdf:type': 'https://jpsearch.go.jp/term/type/ソース情報', 'rdfs:seeAlso': 'https://ndlsearch.ndl.go.jp/books/R100000094-I256169', 'schema:dateModified': '2026-06-09T01:00:52', 'schema:contributor': 'https://jpsearch.go.jp/entity/chname/NDLサーチ', 'schema:provider': 'https://jpsearch.go.jp/entity/chname/ADEAC', 'schema:relatedLink': 'https://jpsearch.go.jp/item/adeac-R100000094_I000021771_00'}","success","https://jpsearch.go.jp/entity/time/1794","{'@id': '_:vb318473888', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/公開.出版', 'schema:description': ['出版年月日等: 寛政六年十一月 甲寅（1794）', '出版年月日（W3CDTF）: 1794-01-01'], 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/time/1794'}","1794-01-01","","","","","","","","","","",""
"Suffix NG: 花押譜","茶家酔古襍 : 茶家酔古集／（外題）／（扉題）茶家醉古襍第貮輯／（柱題）茶入花押譜","茶家酔古襍 : 茶家酔古集／（外題）／（扉題）茶家醉古襍第貮輯／（柱題）茶入花押譜","https://jpsearch.go.jp/data/adeac-R100000094_I000024122_00","['資料の種別: 古典籍', '資料種別: 和古書', '刊・整版／（表紙）唐茶／（料紙）楮', '袋綴', '資料・資料群名: 【島根大】河本家古典籍', '大きさ、容量等: 1冊', '大きさ、容量等: 8.2cm、17.9cm', '資料の分類: 稽古有文館－文化・趣味・絵画', '言語（ISO639-2）: jpn']","弘文堂主人天保十四癸卯初春吉旦","http://id.loc.gov/vocabulary/iso639-2/jpn","https://jpsearch.go.jp/term/type/古書・古文書","","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000024122_00#accessinfo', 'https://jpsearch.go.jp/term/property#contentHolder': 'https://jpsearch.go.jp/entity/chname/河本家稽古有文館', 'https://jpsearch.go.jp/term/property#contentId': 'R100000094_I000024122_00', 'schema:url': 'https://adeac.jp/adeac-arch/viewer/005-mp100010-200010/005-mp100010-200010', 'schema:itemLocation': 'https://jpsearch.go.jp/entity/place/鳥取', 'rdf:type': 'https://jpsearch.go.jp/term/type/アクセス情報', 'schema:description': '公開範囲 : ウェブ公開', 'schema:license': 'https://jpsearch.go.jp/policy/available_rights_statements#others', 'schema:provider': 'https://jpsearch.go.jp/entity/ncname/ADEACアーカイブ(河本家稽古有文館)'}","","https://adeac.jp/items/adeac-arch/catalog/005-mp100010-200010/t.jpg","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000024122_00#sourceinfo', 'schema:provider': 'https://jpsearch.go.jp/entity/chname/ADEAC', 'schema:contributor': 'https://jpsearch.go.jp/entity/chname/NDLサーチ', 'schema:relatedLink': 'https://jpsearch.go.jp/item/adeac-R100000094_I000024122_00', 'rdfs:seeAlso': 'https://ndlsearch.ndl.go.jp/books/R100000094-I248601', 'https://jpsearch.go.jp/term/property#sourceData': 'https://jpsearch.go.jp/item/adeac-R100000094_I000024122_00.json', 'schema:url': 'https://adeac.jp/adeac-arch/catalog/005-mp100010-200010', 'schema:dateModified': '2026-06-09T01:00:52', 'rdf:type': 'https://jpsearch.go.jp/term/type/ソース情報'}","success","https://jpsearch.go.jp/entity/time/1843","{'@id': '_:vb318086288', 'schema:description': ['出版年月日（W3CDTF）: 1843-01-01', '出版年月日等: 天保14年'], 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/time/1843', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/公開.出版'}","1843-01-01","https://jpsearch.go.jp/term/keyword/稽古有文館.文化・趣味・絵画","","","","","","","","","",""
"Suffix NG: 年譜","高眞公大坂御陳御年譜ノ和觧","['高眞公大坂御陳御年譜ノ和觧', 'タカマサコウ オオサカ ゴジン ゴネンプ ノ ワゲ', 'Takamasakou oosaka gojin gonenpu no wage']","https://jpsearch.go.jp/data/adeac-R100000094_I000024589_00","['資料の種別: 古典籍', '資料種別: 和古書', '資料・資料群名: 【島根大】桑原文庫', '大きさ、容量等: [10]丁', '言語（ISO639-2）: jpn', '資料の分類: 桑原文庫－総記（郷土資料ほか）', '大きさ、容量等: 26.2cm、18.5cm']","","http://id.loc.gov/vocabulary/iso639-2/jpn","https://jpsearch.go.jp/term/type/古書・古文書","{'@id': '_:vb318473290', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/公開.出版', 'schema:description': '出版者: [書写者不明]', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/ncname/unknown'}","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000024589_00#accessinfo', 'schema:url': 'https://adeac.jp/adeac-arch/viewer/005-mp213940-200020/005-mp213940-200020', 'https://jpsearch.go.jp/term/property#contentHolder': 'https://jpsearch.go.jp/entity/chname/島根大学デジタルアーカイブ', 'schema:description': ['公開範囲 : ウェブ公開', '原本の所在: 島根大学デジタルアーカイブ'], 'rdf:type': 'https://jpsearch.go.jp/term/type/アクセス情報', 'schema:provider': 'https://jpsearch.go.jp/entity/ncname/ADEACアーカイブ(島根大学デジタルアーカイブ)', 'schema:license': 'https://jpsearch.go.jp/policy/available_rights_statements#others', 'schema:itemLocation': 'https://jpsearch.go.jp/entity/place/島根', 'https://jpsearch.go.jp/term/property#contentId': 'R100000094_I000024589_00'}","","https://adeac.jp/items/adeac-arch/catalog/005-mp213940-200020/t.jpg","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000024589_00#sourceinfo', 'rdfs:seeAlso': 'https://ndlsearch.ndl.go.jp/books/R100000094-I249525', 'rdf:type': 'https://jpsearch.go.jp/term/type/ソース情報', 'https://jpsearch.go.jp/term/property#sourceData': 'https://jpsearch.go.jp/item/adeac-R100000094_I000024589_00.json', 'schema:dateModified': '2026-06-09T01:00:52', 'schema:url': 'https://adeac.jp/adeac-arch/catalog/005-mp213940-200020', 'schema:contributor': 'https://jpsearch.go.jp/entity/chname/NDLサーチ', 'schema:provider': 'https://jpsearch.go.jp/entity/chname/ADEAC', 'schema:relatedLink': 'https://jpsearch.go.jp/item/adeac-R100000094_I000024589_00'}","success","https://jpsearch.go.jp/entity/time/1869","{'@id': '_:vb318473289', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/公開.出版', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/time/1869', 'schema:description': ['出版年月日（W3CDTF）: 1869-01-01', '出版年月日等: 明治2年']}","1869-01-01","https://jpsearch.go.jp/term/keyword/桑原文庫.総記_郷土資料ほか","https://jpsearch.go.jp/entity/ncname/unknown","","","","","","","","",""
"Suffix NG: 印譜","点印譜","点印譜","https://jpsearch.go.jp/data/adeac-R100000094_I000075116_00","['資料・資料群名: 【島根大】手錢家文書', '言語（ISO639-2）: jpn', '資料種別: 和古書', '資料の種別: 古文書', '資料の分類: 手錢家－詩歌－添削資料－俳諧', '大きさ、容量等: 1冊']","","http://id.loc.gov/vocabulary/iso639-2/jpn","https://jpsearch.go.jp/term/type/古書・古文書","","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000075116_00#accessinfo', 'schema:license': 'https://jpsearch.go.jp/policy/available_rights_statements#others', 'https://jpsearch.go.jp/term/property#contentId': 'R100000094_I000075116_00', 'schema:url': 'https://adeac.jp/adeac-arch/viewer/005-mp055270-200040/005-mp055270-200040', 'schema:itemLocation': 'https://jpsearch.go.jp/entity/place/島根', 'schema:description': '公開範囲 : ウェブ公開', 'schema:provider': 'https://jpsearch.go.jp/entity/ncname/ADEACアーカイブ(手錢家)', 'https://jpsearch.go.jp/term/property#contentHolder': 'https://jpsearch.go.jp/entity/chname/出雲市大社町手錢家', 'rdf:type': 'https://jpsearch.go.jp/term/type/アクセス情報'}","","https://adeac.jp/items/adeac-arch/catalog/005-mp055270-200040/t.jpg","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000075116_00#sourceinfo', 'schema:dateModified': '2026-06-09T01:00:52', 'schema:provider': 'https://jpsearch.go.jp/entity/chname/ADEAC', 'schema:url': 'https://adeac.jp/adeac-arch/catalog/005-mp055270-200040', 'schema:contributor': 'https://jpsearch.go.jp/entity/chname/NDLサーチ', 'rdfs:seeAlso': 'https://ndlsearch.ndl.go.jp/books/R100000094-I248988', 'rdf:type': 'https://jpsearch.go.jp/term/type/ソース情報', 'https://jpsearch.go.jp/term/property#sourceData': 'https://jpsearch.go.jp/item/adeac-R100000094_I000075116_00.json', 'schema:relatedLink': 'https://jpsearch.go.jp/item/adeac-R100000094_I000075116_00'}","success","","","","https://jpsearch.go.jp/term/keyword/手錢家.詩歌.添削資料.俳諧","","","","","","","","","",""
"Suffix NG: 画譜","百人一諧画譜","['Hyakuninisshigafu', '百人一諧画譜', 'ひゃくにんいっしがふ']","https://jpsearch.go.jp/data/adeac-R100000094_I000095715_00","['資料の種別: 古典籍', '大きさ、容量等: 19cm', '資料・資料群名: 【島根大】河本家古典籍', '資料の分類: 稽古有文館－文化・趣味・絵画', '出版者よみ: からほんやきちざえもん、おうみやしょうえもん', '資料種別: 和古書', '蔵書印「稽古有文館」', '版本', '言語（ISO639-2）: jpn', '冊', '大きさ、容量等: 1']","","http://id.loc.gov/vocabulary/iso639-2/jpn","https://jpsearch.go.jp/term/type/古書・古文書","[{'@id': '_:vb318253882', 'schema:description': '著者: 有斐堂主人(編画) : ゆうひどうしゅじん', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/ncname/(編', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/制作.作画'}, {'@id': '_:vb318253881', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/公開.刊', 'schema:description': '出版者: 唐本屋吉左衛門(刊)、近江屋庄右衛門(刊)', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/ncname/唐本屋吉左衛門'}]","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000095715_00#accessinfo', 'https://jpsearch.go.jp/term/property#contentId': 'R100000094_I000095715_00', 'schema:provider': 'https://jpsearch.go.jp/entity/ncname/ADEACアーカイブ(河本家稽古有文館)', 'schema:description': '公開範囲 : ウェブ公開', 'rdf:type': 'https://jpsearch.go.jp/term/type/アクセス情報', 'schema:itemLocation': 'https://jpsearch.go.jp/entity/place/鳥取', 'https://jpsearch.go.jp/term/property#contentHolder': 'https://jpsearch.go.jp/entity/chname/河本家稽古有文館', 'schema:license': 'https://jpsearch.go.jp/policy/available_rights_statements#others', 'schema:url': 'https://adeac.jp/adeac-arch/viewer/005-mp004680-200010/005-mp004680-200010'}","https://jpsearch.go.jp/entity/ncname/(編","https://adeac.jp/items/adeac-arch/catalog/005-mp004680-200010/t.jpg","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000095715_00#sourceinfo', 'rdf:type': 'https://jpsearch.go.jp/term/type/ソース情報', 'schema:dateModified': '2026-06-09T01:00:52', 'rdfs:seeAlso': 'https://ndlsearch.ndl.go.jp/books/R100000094-I248651', 'schema:provider': 'https://jpsearch.go.jp/entity/chname/ADEAC', 'schema:contributor': 'https://jpsearch.go.jp/entity/chname/NDLサーチ', 'schema:url': 'https://adeac.jp/adeac-arch/catalog/005-mp004680-200010', 'https://jpsearch.go.jp/term/property#sourceData': 'https://jpsearch.go.jp/item/adeac-R100000094_I000095715_00.json', 'schema:relatedLink': 'https://jpsearch.go.jp/item/adeac-R100000094_I000095715_00'}","success","https://jpsearch.go.jp/entity/time/1774","{'@id': '_:vb318253880', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/公開.出版', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/time/1774', 'schema:description': ['出版年月日（W3CDTF）: 1774-01-01', '出版年月日等: 安永三年甲午九月']}","1774-01-01","https://jpsearch.go.jp/term/keyword/稽古有文館.文化・趣味・絵画","https://jpsearch.go.jp/entity/ncname/唐本屋吉左衛門","","","","","","","","",""
"Suffix NG: 藩翰譜","藩翰譜 卷之1","['ハンカンプ', 'Hankanpu', '藩翰譜 卷之1']","https://jpsearch.go.jp/data/adeac-R100000094_I000096209_00","['資料・資料群名: 【島根大】桑原文庫', '著者: 新井 白石', '12巻', '資料の種別: 古典籍', '言語（ISO639-2）: jpn', '資料の分類: 桑原文庫－0010-0010-0000-0050－歴史', '資料種別: 和古書', '大きさ、容量等: 26.0cm、18.2cm']","","http://id.loc.gov/vocabulary/iso639-2/jpn","https://jpsearch.go.jp/term/type/古書・古文書","[{'@id': '_:vb318318410', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/chname/新井白石', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/制作', 'schema:description': '著者: 新井 白石'}, {'@id': '_:vb318318408', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/ncname/unknown', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/公開.出版', 'schema:description': '出版者: [書写者不明]'}, {'@id': '_:vb318318409', 'schema:description': '著者: 新井 白石', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/ncname/白石', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/制作'}]","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000096209_00#accessinfo', 'schema:url': 'https://adeac.jp/adeac-arch/viewer/005-mp1428694-200020/005-mp1428694-200020', 'https://jpsearch.go.jp/term/property#contentId': 'R100000094_I000096209_00', 'schema:license': 'https://jpsearch.go.jp/policy/available_rights_statements#others', 'schema:description': ['原本の所在: 島根大学デジタルアーカイブ', '公開範囲 : ウェブ公開'], 'rdf:type': 'https://jpsearch.go.jp/term/type/アクセス情報', 'schema:provider': 'https://jpsearch.go.jp/entity/ncname/ADEACアーカイブ(島根大学デジタルアーカイブ)', 'https://jpsearch.go.jp/term/property#contentHolder': 'https://jpsearch.go.jp/entity/chname/島根大学デジタルアーカイブ', 'schema:itemLocation': 'https://jpsearch.go.jp/entity/place/島根'}","['https://jpsearch.go.jp/entity/chname/新井白石', 'https://jpsearch.go.jp/entity/ncname/白石']","https://adeac.jp/items/adeac-arch/catalog/005-mp1428694-200020/t.jpg","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000096209_00#sourceinfo', 'schema:dateModified': '2026-06-09T01:00:52', 'schema:provider': 'https://jpsearch.go.jp/entity/chname/ADEAC', 'schema:url': 'https://adeac.jp/adeac-arch/catalog/005-mp1428694-200020', 'schema:contributor': 'https://jpsearch.go.jp/entity/chname/NDLサーチ', 'rdfs:seeAlso': 'https://ndlsearch.ndl.go.jp/books/R100000094-I249988', 'schema:relatedLink': 'https://jpsearch.go.jp/item/adeac-R100000094_I000096209_00', 'rdf:type': 'https://jpsearch.go.jp/term/type/ソース情報', 'https://jpsearch.go.jp/term/property#sourceData': 'https://jpsearch.go.jp/item/adeac-R100000094_I000096209_00.json'}","success","","","","https://jpsearch.go.jp/term/keyword/桑原文庫.0010.0010.0000.0050.歴史","https://jpsearch.go.jp/entity/ncname/unknown","","","","","","","","",""
"Suffix NG: 藩翰譜","藩翰譜 卷之2-3","['藩翰譜 卷之2-3', 'ハンカンプ', 'Hankanpu']","https://jpsearch.go.jp/data/adeac-R100000094_I000096210_00","['著者: 新井 白石', '大きさ、容量等: 26.0cm、18.2cm', '12巻', '言語（ISO639-2）: jpn', '資料・資料群名: 【島根大】桑原文庫', '資料の種別: 古典籍', '資料種別: 和古書', '資料の分類: 桑原文庫－0010-0010-0000-0050－歴史']","","http://id.loc.gov/vocabulary/iso639-2/jpn","https://jpsearch.go.jp/term/type/古書・古文書","[{'@id': '_:vb318141434', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/制作', 'schema:description': '著者: 新井 白石', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/chname/新井白石'}, {'@id': '_:vb318141432', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/ncname/unknown', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/公開.出版', 'schema:description': '出版者: [書写者不明]'}, {'@id': '_:vb318141433', 'https://jpsearch.go.jp/term/property#value': 'https://jpsearch.go.jp/entity/ncname/白石', 'https://jpsearch.go.jp/term/property#relationType': 'https://jpsearch.go.jp/term/role/制作', 'schema:description': '著者: 新井 白石'}]","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000096210_00#accessinfo', 'schema:itemLocation': 'https://jpsearch.go.jp/entity/place/島根', 'schema:description': ['原本の所在: 島根大学デジタルアーカイブ', '公開範囲 : ウェブ公開'], 'https://jpsearch.go.jp/term/property#contentId': 'R100000094_I000096210_00', 'https://jpsearch.go.jp/term/property#contentHolder': 'https://jpsearch.go.jp/entity/chname/島根大学デジタルアーカイブ', 'schema:provider': 'https://jpsearch.go.jp/entity/ncname/ADEACアーカイブ(島根大学デジタルアーカイブ)', 'schema:license': 'https://jpsearch.go.jp/policy/available_rights_statements#others', 'rdf:type': 'https://jpsearch.go.jp/term/type/アクセス情報', 'schema:url': 'https://adeac.jp/adeac-arch/viewer/005-mp1428695-200020/005-mp1428695-200020'}","['https://jpsearch.go.jp/entity/chname/新井白石', 'https://jpsearch.go.jp/entity/ncname/白石']","https://adeac.jp/items/adeac-arch/catalog/005-mp1428695-200020/t.jpg","{'@id': 'https://jpsearch.go.jp/data/adeac-R100000094_I000096210_00#sourceinfo', 'schema:dateModified': '2026-06-09T01:00:52', 'rdfs:seeAlso': 'https://ndlsearch.ndl.go.jp/books/R100000094-I249989', 'schema:provider': 'https://jpsearch.go.jp/entity/chname/ADEAC', 'schema:relatedLink': 'https://jpsearch.go.jp/item/adeac-R100000094_I000096210_00', 'schema:contributor': 'https://jpsearch.go.jp/entity/chname/NDLサーチ', 'rdf:type': 'https://jpsearch.go.jp/term/type/ソース情報', 'https://jpsearch.go.jp/term/property#sourceData': 'https://jpsearch.go.jp/item/adeac-R100000094_I000096210_00.json', 'schema:url': 'https://adeac.jp/adeac-arch/catalog/005-mp1428695-200020'}","success","","","","https://jpsearch.go.jp/term/keyword/桑原文庫.0010.0010.0000.0050.歴史","https://jpsearch.go.jp/entity/ncname/unknown","","","","","","","","",""
